transaction_id,sale_date,sale_year,borough,neighborhood,property_type,building_class_category,commercial_units,total_units,gross_square_feet,sale_price,price_per_sqft,year_built,latitude,longitude,community_board
3-5709-64-2023-12-08-2700000,2023-12-08,2023,Brooklyn,BOROUGH PARK,Other commercial,27 FACTORIES,1,1,2000.0,2700000.0,1350.0,1996,40.632319,-74.00428,312
3-5910-7-2023-12-08-2100000,2023-12-08,2023,Brooklyn,BAY RIDGE,Other commercial,07 RENTALS - WALKUP APARTMENTS,1,8,7200.0,2100000.0,291.6666666666667,1928,40.631551,-74.021782,310
1-225-4-2023-12-08-7675000,2023-12-08,2023,Manhattan,TRIBECA,Office,21 OFFICE BUILDINGS,1,2,7700.0,7675000.0,996.7532467532468,1940,40.724049,-74.009095,101
1-832-44-2023-12-08-76339745,2023-12-08,2023,Manhattan,FASHION,Hotel,26 OTHER HOTELS,2,19,78211.0,76339745.0,976.0742734397975,2018,40.746286,-73.986142,105
1-868-64-2023-12-08-51265710,2023-12-08,2023,Manhattan,MURRAY HILL,Hotel,25 LUXURY HOTELS,1,1,82634.0,51265710.0,620.3948737807682,2018,40.751141,-73.981254,105
4-9057-27-2023-12-08-2200000,2023-12-08,2023,Queens,OZONE PARK,Retail,22 STORE BUILDINGS,2,2,4796.0,2200000.0,458.7155963302752,2006,40.683217,-73.854693,409
2-4676-3-2023-12-11-3450000,2023-12-11,2023,Bronx,WILLIAMSBRIDGE,Other commercial,08 RENTALS - ELEVATOR APARTMENTS,1,14,10119.0,3450000.0,340.9427809072043,2015,40.880662,-73.858832,212
3-6569-74-2023-12-11-4545000,2023-12-11,2023,Brooklyn,OCEAN PARKWAY-NORTH,Office,21 OFFICE BUILDINGS,1,2,4485.0,4545000.0,1013.3779264214047,1930,40.616068,-73.968923,312
5-292-73-2023-12-11-620000,2023-12-11,2023,Staten Island,CLOVE LAKES,Other commercial,33 EDUCATIONAL FACILITIES,1,1,1440.0,620000.0,430.55555555555554,1953,40.627328,-74.109967,501
5-3344-20-2023-12-11-810000,2023-12-11,2023,Staten Island,DONGAN HILLS,Other commercial,01 ONE FAMILY DWELLINGS,1,2,2014.0,810000.0,402.1847070506455,2014,40.587311,-74.092112,502
2-3810-82-2023-12-12-4440000,2023-12-12,2023,Bronx,WESTCHESTER,Other commercial,29 COMMERCIAL GARAGES,1,1,1845.0,4440000.0,2406.5040650406504,1970,40.830816,-73.850786,209
2-5083-31-2023-12-12-785000,2023-12-12,2023,Bronx,WAKEFIELD,Other commercial,14 RENTALS - 4-10 UNIT,1,4,3450.0,785000.0,227.53623188405797,1920,,,
3-1424-41-2023-12-12-1220864,2023-12-12,2023,Brooklyn,CROWN HEIGHTS,Retail,22 STORE BUILDINGS,1,2,3448.0,1220864.0,354.07888631090486,1930,40.664042,-73.931576,309
3-2461-1-2023-12-12-3800000,2023-12-12,2023,Brooklyn,WILLIAMSBURG-SOUTH,Retail,22 STORE BUILDINGS,1,1,13175.0,3800000.0,288.4250474383302,1910,40.708325,-73.95759,301
4-12402-4-2023-12-12-1060000,2023-12-12,2023,Queens,ST. ALBANS,Other commercial,29 COMMERCIAL GARAGES,1,1,2600.0,1060000.0,407.6923076923077,1930,40.688848,-73.777047,412
4-12402-7-2023-12-12-1060000,2023-12-12,2023,Queens,ST. ALBANS,Other commercial,29 COMMERCIAL GARAGES,1,1,2400.0,1060000.0,441.6666666666667,1950,40.688879,-73.777072,412
5-5298-4-2023-12-12-1000000,2023-12-12,2023,Staten Island,GREAT KILLS,Retail,22 STORE BUILDINGS,1,1,4436.0,1000000.0,225.4283137962128,1955,40.541441,-74.146726,503
3-1219-44-2023-12-13-2600000,2023-12-13,2023,Brooklyn,CROWN HEIGHTS,Retail,22 STORE BUILDINGS,5,7,4760.0,2600000.0,546.218487394958,1910,40.675234,-73.950415,308
3-2739-23-2023-12-13-410000,2023-12-13,2023,Brooklyn,WILLIAMSBURG-EAST,Other commercial,01 ONE FAMILY DWELLINGS,1,2,2532.0,410000.0,161.92733017377566,1920,40.717794,-73.944933,301
3-4088-1-2023-12-13-880000,2023-12-13,2023,Brooklyn,EAST NEW YORK,Other commercial,02 TWO FAMILY DWELLINGS,1,3,3600.0,880000.0,244.44444444444446,1910,40.664101,-73.888008,305
1-766-14-2023-12-13-8421717,2023-12-13,2023,Manhattan,CHELSEA,Retail,22 STORE BUILDINGS,2,2,7653.0,8421717.0,1100.4464915719325,1910,40.740463,-74.000069,104
4-2630-218-2023-12-13-900000,2023-12-13,2023,Queens,MASPETH,Other commercial,27 FACTORIES,1,1,3000.0,900000.0,300.0,1948,40.718153,-73.912924,405
4-3391-12-2023-12-13-900000,2023-12-13,2023,Queens,RIDGEWOOD,Other commercial,02 TWO FAMILY DWELLINGS,1,3,3460.0,900000.0,260.11560693641616,1910,40.706539,-73.908459,405
3-791-44-2023-12-14-2294000,2023-12-14,2023,Brooklyn,SUNSET PARK,Retail,22 STORE BUILDINGS,1,1,1800.0,2294000.0,1274.4444444444443,1931,40.644939,-74.010508,307
1-106-17-2023-12-14-24125000,2023-12-14,2023,Manhattan,SOUTHBRIDGE,Hotel,26 OTHER HOTELS,1,1,27356.0,24125000.0,881.8906272846907,2002,40.709032,-74.002258,101
1-1261-41-2023-12-14-38000000,2023-12-14,2023,Manhattan,MIDTOWN WEST,Office,21 OFFICE BUILDINGS,5,5,13580.0,38000000.0,2798.232695139912,1907,40.756087,-73.979408,105
1-276-59-2023-12-14-14500000,2023-12-14,2023,Manhattan,LOWER EAST SIDE,Other commercial,37 RELIGIOUS FACILITIES,1,1,38000.0,14500000.0,381.57894736842104,1924,40.711601,-73.996826,103
1-529-62-2023-12-14-35000000,2023-12-14,2023,Manhattan,GREENWICH VILLAGE-CENTRAL,Office,21 OFFICE BUILDINGS,7,15,37993.0,35000000.0,921.2223304292896,1900,40.725764,-73.994144,102
1-866-16-2023-12-14-12000000,2023-12-14,2023,Manhattan,MURRAY HILL,Office,21 OFFICE BUILDINGS,15,16,11362.0,12000000.0,1056.1520859003697,1920,40.749146,-73.981965,105
4-12099-30-2023-12-14-64000000,2023-12-14,2023,Queens,SO. JAMAICA-BAISLEY PARK,Hotel,26 OTHER HOTELS,1,1,197532.0,64000000.0,323.9981370107122,1987,40.668035,-73.795035,412
4-12625-1-2023-12-14-1200000,2023-12-14,2023,Queens,ST. ALBANS,Retail,22 STORE BUILDINGS,8,8,5750.0,1200000.0,208.69565217391303,1951,40.694375,-73.752466,412
3-1450-45-2023-12-15-567000,2023-12-15,2023,Brooklyn,OCEAN HILL,Other commercial,29 COMMERCIAL GARAGES,1,1,1247.0,567000.0,454.69125902165194,1901,40.673854,-73.907278,316
3-2777-7-2023-12-15-6000000,2023-12-15,2023,Brooklyn,WILLIAMSBURG-EAST,Office,21 OFFICE BUILDINGS,3,8,12780.0,6000000.0,469.4835680751174,1930,40.712982,-73.944118,301
1-1774-1-2023-12-15-56226159,2023-12-15,2023,Manhattan,HARLEM-CENTRAL,Office,21 OFFICE BUILDINGS,15,15,112500.0,56226159.0,499.78808,1901,40.805258,-73.938875,111
4-15535-1-2023-12-15-1300000,2023-12-15,2023,Queens,FAR ROCKAWAY,Retail,22 STORE BUILDINGS,4,4,5250.0,1300000.0,247.61904761904762,1959,40.60659,-73.750419,414
4-324-1-2023-12-15-2700000,2023-12-15,2023,Queens,LONG ISLAND CITY,Other commercial,07 RENTALS - WALKUP APARTMENTS,1,16,16157.0,2700000.0,167.1102308596893,1915,40.763382,-73.940397,401
4-7362-31-2023-12-15-525000,2023-12-15,2023,Queens,BAYSIDE,Retail,22 STORE BUILDINGS,1,1,880.0,525000.0,596.5909090909091,1931,40.752607,-73.776057,411
4-9056-1-2023-12-15-840000,2023-12-15,2023,Queens,OZONE PARK,Other commercial,02 TWO FAMILY DWELLINGS,1,3,2620.0,840000.0,320.6106870229008,1920,40.683288,-73.854902,409
4-9417-54-2023-12-15-1470000,2023-12-15,2023,Queens,RICHMOND HILL,Other commercial,02 TWO FAMILY DWELLINGS,1,3,3300.0,1470000.0,445.45454545454544,1925,40.689047,-73.829216,409
3-3154-30-2023-12-18-2250000,2023-12-18,2023,Brooklyn,BUSHWICK,Other commercial,14 RENTALS - 4-10 UNIT,2,8,4500.0,2250000.0,500.0,1931,40.703365,-73.930421,304
3-5903-66-2023-12-18-4077778,2023-12-18,2023,Brooklyn,DYKER HEIGHTS,Other commercial,37 RELIGIOUS FACILITIES,1,1,2800.0,4077778.0,1456.3492857142858,1930,40.625481,-74.01134,310
3-5903-69-2023-12-18-4077778,2023-12-18,2023,Brooklyn,DYKER HEIGHTS,Other commercial,33 EDUCATIONAL FACILITIES,1,1,4940.0,4077778.0,825.4611336032389,1935,40.625519,-74.011405,310
3-6398-10-2023-12-18-2200000,2023-12-18,2023,Brooklyn,BATH BEACH,Other commercial,14 RENTALS - 4-10 UNIT,2,8,6250.0,2200000.0,352.0,1920,40.606103,-74.009817,311
3-7810-36-2023-12-18-645000,2023-12-18,2023,Brooklyn,FLATBUSH-EAST,Other commercial,02 TWO FAMILY DWELLINGS,1,3,1836.0,645000.0,351.3071895424837,1938,40.623178,-73.937471,318
1-644-60-2023-12-18-57711000,2023-12-18,2023,Manhattan,GREENWICH VILLAGE-WEST,Hotel,25 LUXURY HOTELS,14,14,24699.0,57711000.0,2336.572330863598,1887,40.739403,-74.007084,102
4-10140-9-2023-12-18-630000,2023-12-18,2023,Queens,SOUTH JAMAICA,Other commercial,14 RENTALS - 4-10 UNIT,1,4,4140.0,630000.0,152.17391304347825,1931,40.697682,-73.792073,412
3-3117-5-2023-12-19-2200026,2023-12-19,2023,Brooklyn,WILLIAMSBURG-EAST,Other commercial,14 RENTALS - 4-10 UNIT,1,7,4500.0,2200026.0,488.8946666666667,1931,40.703048,-73.937465,301
3-3763-3-2023-12-19-23250000,2023-12-19,2023,Brooklyn,BROWNSVILLE,Hotel,26 OTHER HOTELS,1,1,52431.0,23250000.0,443.43994964810895,1930,40.666898,-73.903254,316
3-6583-81-2023-12-19-800000,2023-12-19,2023,Brooklyn,OCEAN PARKWAY-NORTH,Other commercial,01 ONE FAMILY DWELLINGS,1,2,1344.0,800000.0,595.2380952380952,1931,40.612899,-73.973761,312
1-1272-34-2023-12-19-397395000,2023-12-19,2023,Manhattan,MIDTOWN WEST,Office,21 OFFICE BUILDINGS,18,18,113292.0,397395000.0,3507.705751509374,1954,40.762525,-73.974756,105
4-11348-43-2023-12-19-510000,2023-12-19,2023,Queens,OZONE PARK,Other commercial,01 ONE FAMILY DWELLINGS,1,2,1760.0,510000.0,289.77272727272725,1925,40.675008,-73.851293,410
4-829-1-2023-12-19-8900000,2023-12-19,2023,Queens,ASTORIA,Other commercial,07 RENTALS - WALKUP APARTMENTS,4,25,15844.0,8900000.0,561.7268366574098,1926,40.778405,-73.907909,401
2-3762-37-2023-12-20-2350000,2023-12-20,2023,Bronx,SOUNDVIEW,Retail,22 STORE BUILDINGS,5,5,3550.0,2350000.0,661.9718309859155,1924,40.831515,-73.867598,209
2-5766-757-2023-12-20-7100000,2023-12-20,2023,Bronx,KINGSBRIDGE/JEROME PARK,Retail,22 STORE BUILDINGS,1,1,4800.0,7100000.0,1479.1666666666667,1985,40.885012,-73.901273,208
3-145-45-2023-12-20-2600000,2023-12-20,2023,Brooklyn,DOWNTOWN-FULTON MALL,Retail,22 STORE BUILDINGS,1,1,4603.0,2600000.0,564.8490115142298,1920,40.690386,-73.984646,302
3-249-28-2023-12-20-8795000,2023-12-20,2023,Brooklyn,BROOKLYN HEIGHTS,Other commercial,07 RENTALS - WALKUP APARTMENTS,1,8,7825.0,8795000.0,1123.961661341853,1900,40.69465,-73.993815,302
3-2761-15-2023-12-20-1415000,2023-12-20,2023,Brooklyn,WILLIAMSBURG-EAST,Other commercial,14 RENTALS - 4-10 UNIT,1,5,3750.0,1415000.0,377.3333333333333,1930,40.714059,-73.950917,301
3-2761-18-2023-12-20-493000,2023-12-20,2023,Brooklyn,WILLIAMSBURG-EAST,Industrial,30 WAREHOUSES,1,1,3034.0,493000.0,162.49176005273566,1930,40.714058,-73.950682,301
3-2761-21-2023-12-20-1837000,2023-12-20,2023,Brooklyn,WILLIAMSBURG-EAST,Other commercial,07 RENTALS - WALKUP APARTMENTS,2,8,4866.0,1837000.0,377.5174681463214,1920,40.714058,-73.950498,301
3-2761-22-2023-12-20-1711000,2023-12-20,2023,Brooklyn,WILLIAMSBURG-EAST,Retail,22 STORE BUILDINGS,2,2,7980.0,1711000.0,214.4110275689223,1960,40.714058,-73.950404,301
3-4055-24-2023-12-20-300000,2023-12-20,2023,Brooklyn,EAST NEW YORK,Office,21 OFFICE BUILDINGS,1,1,600.0,300000.0,500.0,1928,40.671764,-73.877364,305
3-4884-45-2023-12-20-1308022,2023-12-20,2023,Brooklyn,FLATBUSH-EAST,Other commercial,02 TWO FAMILY DWELLINGS,1,3,3480.0,1308022.0,375.8683908045977,1931,40.649391,-73.949411,317
3-5173-23-2023-12-20-1155478,2023-12-20,2023,Brooklyn,FLATBUSH-CENTRAL,Other commercial,02 TWO FAMILY DWELLINGS,1,3,3540.0,1155478.0,326.40621468926554,1905,40.644217,-73.948878,317
3-5195-11-2023-12-20-1388000,2023-12-20,2023,Brooklyn,FLATBUSH-CENTRAL,Other commercial,02 TWO FAMILY DWELLINGS,1,3,3120.0,1388000.0,444.87179487179486,1930,40.642715,-73.948713,317
3-6553-60-2023-12-20-1200000,2023-12-20,2023,Brooklyn,BOROUGH PARK,Other commercial,02 TWO FAMILY DWELLINGS,1,3,2720.0,1200000.0,441.1764705882353,1931,40.613049,-73.9801,311
1-400-58-2023-12-20-25507195,2023-12-20,2023,Manhattan,ALPHABET CITY,Other commercial,07 RENTALS - WALKUP APARTMENTS,1,10,7110.0,25507195.0,3587.5098452883262,1900,40.723993,-73.984187,103
1-436-30-2023-12-20-19100000,2023-12-20,2023,Manhattan,EAST VILLAGE,Other commercial,08 RENTALS - ELEVATOR APARTMENTS,3,34,27266.0,19100000.0,700.5061248441282,1928,40.726938,-73.982906,103
4-1288-57-2023-12-20-1550000,2023-12-20,2023,Queens,JACKSON HEIGHTS,Office,21 OFFICE BUILDINGS,1,2,2559.0,1550000.0,605.705353653771,1931,40.74791,-73.888812,403
5-5593-26-2023-12-20-1405000,2023-12-20,2023,Staten Island,ELTINGVILLE,Office,21 OFFICE BUILDINGS,1,2,2847.0,1405000.0,493.5019318580962,1970,40.54015,-74.168994,503
5-7533-145-2023-12-20-975000,2023-12-20,2023,Staten Island,PLEASANT PLAINS,Retail,22 STORE BUILDINGS,2,3,4010.0,975000.0,243.14214463840398,1931,40.523729,-74.215842,503
2-3052-11-2023-12-21-2050000,2023-12-21,2023,Bronx,BATHGATE,Retail,22 STORE BUILDINGS,3,3,2680.0,2050000.0,764.9253731343283,1924,40.854611,-73.890474,206
3-1419-45-2023-12-21-715000,2023-12-21,2023,Brooklyn,CROWN HEIGHTS,Office,21 OFFICE BUILDINGS,2,2,2358.0,715000.0,303.2230703986429,1930,40.664744,-73.931514,309
3-2146-14-2023-12-21-3950000,2023-12-21,2023,Brooklyn,WILLIAMSBURG-SOUTH,Other commercial,37 RELIGIOUS FACILITIES,1,1,3750.0,3950000.0,1053.3333333333333,1920,40.708108,-73.965085,301
3-271-17-2023-12-21-4125000,2023-12-21,2023,Brooklyn,DOWNTOWN-FULTON MALL,Other commercial,14 RENTALS - 4-10 UNIT,2,5,3763.0,4125000.0,1096.1998405527504,1910,40.690252,-73.991739,302
3-4129-66-2023-12-21-915000,2023-12-21,2023,Brooklyn,CYPRESS HILLS,Other commercial,02 TWO FAMILY DWELLINGS,1,3,3465.0,915000.0,264.0692640692641,1920,40.683201,-73.873802,305
3-4785-32-2023-12-21-1186848,2023-12-21,2023,Brooklyn,FLATBUSH-EAST,Industrial,30 WAREHOUSES,1,1,3942.0,1186848.0,301.07762557077626,1931,40.638483,-73.927963,317
3-8715-28-2023-12-21-2400000,2023-12-21,2023,Brooklyn,BRIGHTON BEACH,Other commercial,02 TWO FAMILY DWELLINGS,1,3,3294.0,2400000.0,728.5974499089253,1926,40.578161,-73.95741,313
1-1094-23-2023-12-21-26662087,2023-12-21,2023,Manhattan,CLINTON,Office,21 OFFICE BUILDINGS,3,3,21600.0,26662087.0,1234.3558796296297,1961,40.763551,-73.996849,104
1-2132-21-2023-12-21-6350000,2023-12-21,2023,Manhattan,WASHINGTON HEIGHTS LOWER,Other commercial,08 RENTALS - ELEVATOR APARTMENTS,3,43,49380.0,6350000.0,128.59457270149858,1910,40.846377,-73.934048,112
1-97-49-2023-12-21-5400000,2023-12-21,2023,Manhattan,SOUTHBRIDGE,Other commercial,33 EDUCATIONAL FACILITIES,1,1,4836.0,5400000.0,1116.6253101736972,1900,40.707874,-74.00268,101
4-11608-39-2023-12-21-830000,2023-12-21,2023,Queens,SOUTH OZONE PARK,Other commercial,02 TWO FAMILY DWELLINGS,1,3,2400.0,830000.0,345.8333333333333,1920,40.682563,-73.814132,410
4-1468-36-2023-12-21-9500000,2023-12-21,2023,Queens,JACKSON HEIGHTS,Retail,22 STORE BUILDINGS,13,13,11457.0,9500000.0,829.1873963515754,1927,40.750957,-73.872959,403
4-650-42-2023-12-21-2000000,2023-12-21,2023,Queens,ASTORIA,Other commercial,14 RENTALS - 4-10 UNIT,2,6,4100.0,2000000.0,487.8048780487805,1925,40.765326,-73.918064,401
4-7008-43-2023-12-21-850000,2023-12-21,2023,Queens,FLUSHING-SOUTH,Other commercial,01 ONE FAMILY DWELLINGS,1,2,1600.0,850000.0,531.25,1960,40.724438,-73.796882,408
4-9570-1-2023-12-21-1850000,2023-12-21,2023,Queens,RICHMOND HILL,Other commercial,14 RENTALS - 4-10 UNIT,3,7,4800.0,1850000.0,385.4166666666667,1931,40.685846,-73.826696,410
3-2390-18-2023-12-22-1800000,2023-12-22,2023,Brooklyn,WILLIAMSBURG-SOUTH,Other commercial,14 RENTALS - 4-10 UNIT,1,6,7300.0,1800000.0,246.57534246575344,1910,40.715908,-73.965099,301
3-3100-34-2023-12-22-14800000,2023-12-22,2023,Brooklyn,WILLIAMSBURG-EAST,Hotel,25 LUXURY HOTELS,3,153,120673.0,14800000.0,122.6454965070894,1989,40.705057,-73.936587,301
3-3100-47-2023-12-22-26650000,2023-12-22,2023,Brooklyn,WILLIAMSBURG-EAST,Retail,22 STORE BUILDINGS,2,2,26663.0,26650000.0,999.5124329595319,1989,40.704456,-73.935938,301
3-3100-56-2023-12-22-26650000,2023-12-22,2023,Brooklyn,WILLIAMSBURG-EAST,Retail,22 STORE BUILDINGS,2,2,27373.0,26650000.0,973.5871113871333,1965,40.704393,-73.936266,301
3-3100-61-2023-12-22-26650000,2023-12-22,2023,Brooklyn,WILLIAMSBURG-EAST,Retail,22 STORE BUILDINGS,1,1,6466.0,26650000.0,4121.558923600372,1931,40.704316,-73.936659,301
3-3100-63-2023-12-22-26650000,2023-12-22,2023,Brooklyn,WILLIAMSBURG-EAST,Retail,22 STORE BUILDINGS,1,1,7500.0,26650000.0,3553.3333333333335,1931,40.704305,-73.936724,301
3-4887-4-2023-12-22-945000,2023-12-22,2023,Brooklyn,FLATBUSH-EAST,Other commercial,02 TWO FAMILY DWELLINGS,1,3,3300.0,945000.0,286.3636363636364,1931,40.650954,-73.946458,317
3-6018-1-2023-12-22-13850000,2023-12-22,2023,Brooklyn,BAY RIDGE,Hotel,26 OTHER HOTELS,1,1,42410.0,13850000.0,326.5739212449894,1928,40.624844,-74.027501,310
1-1529-4-2023-12-22-8750000,2023-12-22,2023,Manhattan,UPPER EAST SIDE (79-96),Retail,22 STORE BUILDINGS,2,2,4745.0,8750000.0,1844.0463645943098,1915,40.777126,-73.95521,108
1-496-7-2023-12-22-29000000,2023-12-22,2023,Manhattan,SOHO,Other commercial,08 RENTALS - ELEVATOR APARTMENTS,2,10,19578.0,29000000.0,1481.254469302278,1900,40.723294,-73.997431,102
1-779-69-2023-12-22-15875000,2023-12-22,2023,Manhattan,FASHION,Office,21 OFFICE BUILDINGS,1,1,14811.0,15875000.0,1071.8384984133415,1927,40.749073,-73.993904,105
1-792-70-2023-12-22-21500000,2023-12-22,2023,Manhattan,CHELSEA,Office,21 OFFICE BUILDINGS,2,2,42380.0,21500000.0,507.3147711184521,1924,40.740378,-73.99834,104
4-1429-34-2023-12-22-2450000,2023-12-22,2023,Queens,EAST ELMHURST,Other commercial,14 RENTALS - 4-10 UNIT,3,5,4936.0,2450000.0,496.35332252836304,1931,40.757269,-73.869208,403
4-9168-3-2023-12-22-4550916,2023-12-22,2023,Queens,OZONE PARK,Retail,22 STORE BUILDINGS,2,2,21689.0,4550916.0,209.8259947438794,1931,40.680271,-73.841752,410
4-11635-19-2023-12-26-888000,2023-12-26,2023,Queens,SOUTH OZONE PARK,Other commercial,01 ONE FAMILY DWELLINGS,1,2,2528.0,888000.0,351.26582278481015,1925,40.682806,-73.810299,410
4-9042-120-2023-12-26-6000000,2023-12-26,2023,Queens,OZONE PARK,Other commercial,27 FACTORIES,1,1,5285.0,6000000.0,1135.2885525070956,1960,40.689286,-73.844832,409
3-165-16-2023-12-27-4364600,2023-12-27,2023,Brooklyn,DOWNTOWN-FULTON MALL,Retail,22 STORE BUILDINGS,2,4,4290.0,4364600.0,1017.3892773892774,1920,40.689351,-73.985039,302
4-1895-36-2023-12-27-970000,2023-12-27,2023,Queens,CORONA,Other commercial,02 TWO FAMILY DWELLINGS,1,3,1996.0,970000.0,485.9719438877755,1930,40.739795,-73.866117,404
4-9376-25-2023-12-27-3165000,2023-12-27,2023,Queens,OZONE PARK,Industrial,30 WAREHOUSES,1,1,8000.0,3165000.0,395.625,1930,40.6889,-73.84365,409
2-2476-22-2023-12-28-18000000,2023-12-28,2023,Bronx,MELROSE/CONCOURSE,Other commercial,08 RENTALS - ELEVATOR APARTMENTS,3,185,279000.0,18000000.0,64.51612903225806,1927,40.829399,-73.922802,204
2-4218-33-2023-12-28-2600000,2023-12-28,2023,Bronx,PELHAM PARKWAY SOUTH,Office,21 OFFICE BUILDINGS,1,1,4080.0,2600000.0,637.2549019607843,1956,40.85405,-73.842463,211
3-1007-20-2023-12-28-8872489,2023-12-28,2023,Brooklyn,GOWANUS,Industrial,30 WAREHOUSES,1,1,2700.0,8872489.0,3286.107037037037,1930,40.673202,-73.994625,306
3-2131-18-2023-12-28-17301363,2023-12-28,2023,Brooklyn,WILLIAMSBURG-SOUTH,Office,21 OFFICE BUILDINGS,6,6,23064.0,17301363.0,750.1458116545265,1930,40.710322,-73.964168,301
3-2297-16-2023-12-28-6600000,2023-12-28,2023,Brooklyn,WILLIAMSBURG-NORTH,Other commercial,14 RENTALS - 4-10 UNIT,1,7,6735.0,6600000.0,979.9554565701559,1910,40.719805,-73.955624,301
3-2306-7-2023-12-28-3700000,2023-12-28,2023,Brooklyn,WILLIAMSBURG-NORTH,Other commercial,01 ONE FAMILY DWELLINGS,1,2,3949.0,3700000.0,936.9460622942518,1920,40.71857,-73.954773,301
3-2685-34-2023-12-28-450000,2023-12-28,2023,Brooklyn,GREENPOINT,Other commercial,29 COMMERCIAL GARAGES,1,1,1000.0,450000.0,450.0,1931,40.723531,-73.945112,301
3-635-13-2023-12-28-248000000,2023-12-28,2023,Brooklyn,BUSH TERMINAL,Office,21 OFFICE BUILDINGS,32,32,183064.0,248000000.0,1354.7174758554386,2022,40.665094,-73.997978,307
3-7630-9-2023-12-28-3000000,2023-12-28,2023,Brooklyn,FLATBUSH-EAST,Other commercial,02 TWO FAMILY DWELLINGS,1,3,3200.0,3000000.0,937.5,1927,40.622021,-73.945808,318
3-7709-7-2023-12-28-970000,2023-12-28,2023,Brooklyn,MARINE PARK,Office,21 OFFICE BUILDINGS,1,2,1764.0,970000.0,549.8866213151928,1926,40.614748,-73.936654,318
1-11-17-2023-12-28-19613468,2023-12-28,2023,Manhattan,FINANCIAL,Office,21 OFFICE BUILDINGS,5,5,21958.0,19613468.0,893.2265233627835,1910,40.704651,-74.01157,101
1-1163-32-2023-12-28-9900000,2023-12-28,2023,Manhattan,UPPER WEST SIDE (59-79),Office,21 OFFICE BUILDINGS,13,13,20790.0,9900000.0,476.1904761904762,1930,40.778366,-73.982134,107
1-543-57-2023-12-28-3000000,2023-12-28,2023,Manhattan,GREENWICH VILLAGE-CENTRAL,Other commercial,14 RENTALS - 4-10 UNIT,2,4,3257.0,3000000.0,921.09303039607,1900,40.730642,-73.999957,102
1-826-28-2023-12-28-8150000,2023-12-28,2023,Manhattan,FLATIRON,Office,21 OFFICE BUILDINGS,3,5,8500.0,8150000.0,958.8235294117648,1920,40.742614,-73.990047,105
4-11951-6-2023-12-28-800000,2023-12-28,2023,Queens,SOUTH JAMAICA,Other commercial,02 TWO FAMILY DWELLINGS,1,3,2430.0,800000.0,329.2181069958848,1930,40.689425,-73.796253,412
4-13210-1-2023-12-28-515000,2023-12-28,2023,Queens,ROSEDALE,Other commercial,01 ONE FAMILY DWELLINGS,1,2,1606.0,515000.0,320.6724782067248,1955,40.67296,-73.727801,413
4-1616-29-2023-12-28-2500000,2023-12-28,2023,Queens,CORONA,Other commercial,14 RENTALS - 4-10 UNIT,4,10,4920.0,2500000.0,508.130081300813,1931,40.748418,-73.863519,404
4-312-350-2023-12-28-5215388,2023-12-28,2023,Queens,MASPETH,Industrial,30 WAREHOUSES,2,2,45023.0,5215388.0,115.83830486640161,1931,40.730626,-73.933726,402
4-797-3-2023-12-28-1750000,2023-12-28,2023,Queens,ASTORIA,Other commercial,14 RENTALS - 4-10 UNIT,2,6,4650.0,1750000.0,376.3440860215054,1890,40.773383,-73.9054,401
4-115-187-2023-12-29-19100000,2023-12-29,2023,Queens,LONG ISLAND CITY,Industrial,30 WAREHOUSES,1,1,52500.0,19100000.0,363.8095238095238,1942,40.742367,-73.937847,402
4-3467-42-2023-12-29-1450000,2023-12-29,2023,Queens,RIDGEWOOD,Other commercial,02 TWO FAMILY DWELLINGS,1,3,2912.0,1450000.0,497.93956043956047,1910,40.705567,-73.906848,405
4-654-53-2023-12-29-2900000,2023-12-29,2023,Queens,ASTORIA,Other commercial,07 RENTALS - WALKUP APARTMENTS,5,17,12232.0,2900000.0,237.083060824068,1921,40.768696,-73.911085,401
3-3352-1-2023-12-30-1550000,2023-12-30,2023,Brooklyn,BUSHWICK,Other commercial,14 RENTALS - 4-10 UNIT,1,5,3750.0,1550000.0,413.3333333333333,1931,40.69514,-73.915334,304
1-1054-22-2024-01-02-2162000,2024-01-02,2024,Manhattan,CLINTON,Other commercial,07 RENTALS - WALKUP APARTMENTS,2,20,7791.0,2162000.0,277.49967911692977,1901,40.760054,-73.99243,104
2-5046-8-2024-01-03-650000,2024-01-03,2024,Bronx,WAKEFIELD,Other commercial,01 ONE FAMILY DWELLINGS,1,2,2320.0,650000.0,280.17241379310343,1931,40.897466,-73.855064,212
3-1912-31-2024-01-03-999000,2024-01-03,2024,Brooklyn,BEDFORD STUYVESANT,Other commercial,02 TWO FAMILY DWELLINGS,1,3,2700.0,999000.0,370.0,1957,40.69431,-73.958392,303
3-421-41-2024-01-03-2300000,2024-01-03,2024,Brooklyn,CARROLL GARDENS,Other commercial,02 TWO FAMILY DWELLINGS,1,3,2700.0,2300000.0,851.8518518518518,1931,40.682474,-73.993359,306
3-6553-67-2024-01-03-1255000,2024-01-03,2024,Brooklyn,BOROUGH PARK,Other commercial,02 TWO FAMILY DWELLINGS,1,3,2800.0,1255000.0,448.2142857142857,1931,40.613257,-73.980446,311
1-903-31-2024-01-03-3565000,2024-01-03,2024,Manhattan,GRAMERCY,Other commercial,07 RENTALS - WALKUP APARTMENTS,2,9,3980.0,3565000.0,895.7286432160804,1910,40.737532,-73.981175,106
